Classifier,Metaparameters,Word Representation,Preprocessing,F1 Score,Train Time,Test time
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(50, None)], seed: 1}",CountArrayEmbeddingMapper,DummyPreprocess,0.5745145015663762,26.252685546875,0.4702751636505127
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(50, 'relu')], seed: 1}",CountArrayEmbeddingMapper,DummyPreprocess,0.5792320903138234,27.27490735054016,0.487170934677124
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(100, 'relu')], seed: 1}",CountArrayEmbeddingMapper,DummyPreprocess,0.5797653825250894,27.338810920715332,0.456798791885376
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(100, 'relu'), (100, 'relu'), (100, 'relu')], seed: 1}",CountArrayEmbeddingMapper,DummyPreprocess,0.5673808390660379,28.20691180229187,0.4442465305328369
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(50, None)], seed: 1}",CountArrayEmbeddingMapper,AllPreprocess,0.566748997281061,26.40075135231018,0.16906523704528809
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(50, 'relu')], seed: 1}",CountArrayEmbeddingMapper,AllPreprocess,0.5703900268126157,25.514150857925415,0.1551952362060547
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(100, 'relu')], seed: 1}",CountArrayEmbeddingMapper,AllPreprocess,0.5922668865675312,25.53347110748291,0.1587538719177246
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(100, 'relu'), (100, 'relu'), (100, 'relu')], seed: 1}",CountArrayEmbeddingMapper,AllPreprocess,0.582302940331942,26.659146547317505,0.17459821701049805
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(50, None)], seed: 1}",CountArrayEmbeddingMapper,StopWordsPreprocess,0.5700047904055708,25.62792706489563,0.16105937957763672
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(50, 'relu')], seed: 1}",CountArrayEmbeddingMapper,StopWordsPreprocess,0.5723079761501553,25.249008893966675,0.16886091232299805
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(100, 'relu')], seed: 1}",CountArrayEmbeddingMapper,StopWordsPreprocess,0.6006520966634578,25.310351848602295,0.16355061531066895
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(100, 'relu'), (100, 'relu'), (100, 'relu')], seed: 1}",CountArrayEmbeddingMapper,StopWordsPreprocess,0.581305181738499,26.796539068222046,0.17110538482666016
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(50, None)], seed: 1}",CountArrayEmbeddingMapper,Tarea1Preprocess,0.5770858494532751,25.44496488571167,0.16402125358581543
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(50, 'relu')], seed: 1}",CountArrayEmbeddingMapper,Tarea1Preprocess,0.5598382427552452,25.385401725769043,0.17810511589050293
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(100, 'relu')], seed: 1}",CountArrayEmbeddingMapper,Tarea1Preprocess,0.5967111037613746,25.24415421485901,0.15469765663146973
LSTMClassifier,"{sequence_length: 9, embedding_length: 303, lstm_layers: [(50, 'tanh', 'sigmoid')], dense_layers: [(100, 'relu'), (100, 'relu'), (100, 'relu')], seed: 1}",CountArrayEmbeddingMapper,Tarea1Preprocess,0.580012979063885,26.17136240005493,0.16652655601501465
